folder	final	source
iter_1	22	1684
iter_2	29	2915
iter_3	22	2748
iter_4	29	4677
iter_5	24	1647
iter_6	27	2473
iter_7	22	1820
iter_8	19	2345
iter_9	22	2451
iter_10	22	1501
iter_11	22	1930
iter_12	22	897
iter_13	22	2204
iter_14	22	3375
